average_flow_time,average_tardiness,episode_length,episode_return,episodes,jobs_completed,makespan,penalty_count,steps,steps_per_second,total_major_setups,total_minor_setups,total_tardiness
0,0,7,-1.0,99,0,48.00000151619315,0,1674,97.05538678188087,1,0,0
0,0,8,-1.0,100,0,53.0000004847534,0,1682,93.09814105765496,1,0,0
0,0,23,2999.0,101,3,336.9999971985817,0,1705,85.47570513541842,7,1,0
0,0,32,3999.0,102,4,532.0000007655472,0,1737,89.02404724682073,10,1,0
0,0,32,3999.0,103,4,532.0000007655472,0,1769,87.80314283265767,10,1,0
0,0,27,2999.0,104,3,433.9999967138283,0,1796,88.71152708788493,8,1,0
0,0,4,-1.0,105,0,0,0,1800,100.29841038302655,0,0,0
0,0,26,2999.0,106,3,433.9999967138283,0,1826,88.51486260752684,7,1,0
0,0,20,1999.0,107,2,306.9999985652976,0,1846,92.3347055586131,5,1,0
0,0,25,2999.0,108,3,405.99999703699723,0,1871,93.59578122043266,7,1,0
0,0,2,-1.0,109,0,0,0,1873,96.66410850301334,0,0,0
0,0,13,-1.0,110,0,83.00000042887405,0,1886,96.60527975620991,3,0,0
0,0,29,3999.0,111,4,523.9999961142894,0,1915,90.17828541264774,8,1,0
0,0,32,3999.0,112,4,532.0000007655472,0,1947,90.39630919266958,10,1,0
0,0,10,-1.0,113,0,61.99999923584983,0,1957,95.63787021645791,2,0,0
0,0,32,3999.0,114,4,532.0000007655472,0,1989,85.89648728490316,10,1,0
0,0,7,-1.0,115,0,48.00000151619315,0,1996,94.66062251339622,1,0,0
0,0,7,-1.0,116,0,48.00000151619315,0,2003,103.03136898474538,1,0,0
0,0,21,1999.0,117,2,306.9999985652976,0,2024,92.8175113255206,6,1,0
0,0,28,2999.0,118,3,472.9999971925281,0,2052,87.07475762419814,8,1,0
0,0,1,-1.0,119,0,0,0,2053,88.347635597683,0,0,0
0,0,7,-1.0,120,0,48.00000151619315,0,2060,98.01935005708867,1,0,0
0,0,27,2999.0,121,3,433.9999967138283,0,2087,86.03883539402928,8,1,0
0,0,1,-1.0,122,0,0,0,2088,86.37541959266048,0,0,0
0,0,32,3999.0,123,4,532.0000007655472,0,2120,87.82451550761688,10,1,0
0,0,32,3999.0,124,4,532.0000007655472,0,2152,85.4733195439308,10,1,0
0,0,32,3999.0,125,4,532.0000007655472,0,2184,87.4767262476985,10,1,0
0,0,15,1999.0,126,2,177.99999814247712,0,2199,91.23063247783928,3,0,0
0,0,32,3999.0,127,4,532.0000007655472,0,2231,90.76013951683034,10,1,0
0,0,1,-1.0,128,0,0,0,2232,90.84479098982023,0,0,0
0,0,32,3999.0,129,4,532.0000007655472,0,2264,91.4584385840942,10,1,0
0,0,12,-1.0,130,0,80.00000135158189,0,2276,93.83387864449627,3,0,0
0,0,2,-1.0,131,0,0,0,2278,90.76910092299036,0,0,0
0,0,15,1999.0,132,2,159.99999542720616,0,2293,84.85649892166819,3,0,0
0,0,11,-1.0,133,0,61.99999923584983,0,2304,91.17133253367743,3,0,0
0,0,27,2999.0,134,3,433.9999967138283,0,2331,88.37521353181029,8,1,0
0,0,17,1999.0,135,2,177.99999814247712,0,2348,91.81701797241492,4,0,0
0,0,22,2999.0,136,3,336.9999971985817,0,2370,91.45071703947434,6,1,0
0,0,25,2999.0,137,3,405.99999703699723,0,2395,90.45109266661721,7,1,0
0,0,5,-1.0,138,0,0,0,2400,102.21533362577375,0,0,0
0,0,7,-1.0,139,0,48.00000151619315,0,2407,97.9170310191531,1,0,0
0,0,24,2999.0,140,3,336.99999725446105,0,2431,90.16938318493703,7,1,0
0,0,26,2999.0,141,3,433.9999967138283,0,2457,90.98774335980455,7,1,0
0,0,23,2999.0,142,3,336.9999971985817,0,2480,90.72680197612883,7,1,0
0,0,18,1999.0,143,2,302.9999957443215,0,2498,92.60936796589898,4,1,0
0,0,21,1999.0,144,2,306.9999985652976,0,2519,92.73737685344969,6,1,0
0,0,1,-1.0,145,0,0,0,2520,85.17390951181869,0,0,0
0,0,8,-1.0,146,0,53.0000004847534,0,2528,91.54870675542945,1,0,0
